COMP ID,S100/8123,S101/8118,S102/8145,S103/8150,S104/8162,S105/8151,S106/8079,S107/8192,S108/8103,S109/8446,S110/8096,S111/8449,S112/8459,S113/8451,S114/8452,S115/8234,S116/8209,S117/8026,S118/8490,S119/8130,S120/8477,S121/8264,S122/8134,S123/8176,S124/8220,S125/8210,S126/8135,S127/8112,S128/8202,S129/8204,S130/8507,S131/8274,S132/8297,S133/8222,S134/8546,S135/8381,S136/8391,S137/8574,S138/8047,S139/8583,S140/8013,S141/8080,S142/8621,S143/8071,S144/8417,S145/8371,S146/8430,S147/8639,S148/8242,S149/8312
HMDB33585,"121,687","368,136",,,"1,368,290","10,275,587","334,805",,"409,628",,"3,632,682","2,942,739","61,247",,,,,,,,,,,"783,308",,"4,122,107","8,227,824","126,393",,,,,,,,"3,257,878","280,133","21,173,140","3,340,073",,,,"100,748",,,,,"17,994","30,290","128,312"
HMDB00060,"524,687",,"630,691","298,412",,"345,095",,"296,049",,"687,325","475,503","336,781",,,"771,152","588,202",,"911,000",,,,,"569,389",,"319,663","387,933",,"587,192","292,318",,,"400,481","668,602","599,428","2,095,465",,"325,509","1,147,100",,,,,,,"722,442","170,909",,"260,814","341,082","1,651,548"
HMDB00201,"575,614,848","394,301,952","401,941,152","306,094,048","412,467,744","426,208,032","467,810,432","538,681,152","414,209,280","384,677,728","520,381,120","484,034,656","632,224,576","405,961,856","615,627,968","586,349,504","358,613,440","453,600,032","377,763,552","299,404,128","411,189,312","434,447,936","460,336,288","320,523,488","399,789,824","304,456,160","284,614,816","359,193,280","467,037,312","327,495,424","474,258,720","494,983,808","422,922,016","535,253,184","801,218,048","523,109,504","441,741,440","253,483,104","421,191,328","373,140,224","383,160,576","411,278,464","463,412,448","510,550,560","681,213,312","347,471,552","355,536,160","571,099,200","454,021,408","620,955,456"
,"112,627","88,009","213,160","329,581","382,497","172,890","116,080","79,175","71,991","27,611","54,402","74,701","134,938","108,122","162,834","88,597","128,062","75,660","199,553","157,633","118,673","155,883","128,547","283,652","658,698","106,861","134,490","329,648","136,570","112,247","343,281","145,498","196,826","133,770","212,828","309,644","197,323","191,505","87,049","65,469","172,089","122,925","167,747","189,125","173,436","250,079","170,518","159,498","156,769","131,496"
,"55,217,844","53,770,404","39,951,608","72,307,024","47,048,476","55,676,972","46,049,032","68,076,192","38,139,896","61,582,612","44,093,056","65,021,484","59,822,040","45,338,676","39,544,904","68,984,432","106,096,464","46,344,632","83,709,264","47,873,640","73,485,400","47,353,516","47,488,036","52,611,408","78,017,080","55,675,928","48,550,336","40,477,056","68,744,000","52,305,524","57,543,384","53,510,264","33,971,360","46,031,644","70,515,912","44,352,804","59,251,604","40,913,408","57,551,428","46,175,048","69,103,968","58,316,780","52,616,800","44,553,080","53,473,940","44,007,520","42,421,148","54,072,696","37,438,248","61,689,220"
HMDB00034,,"93,659","131,021","167,044","143,273","81,870","172,596","87,023",,"50,718","64,364",,,"133,284","105,452","63,172","34,786",,,"142,140","73,603","63,831","106,149","124,466","80,729","98,764","129,883","86,480",,"81,232","37,571","113,858","147,101","110,433","37,055","172,245","115,941",,"94,506","90,104","89,273","123,374","72,060","129,460",,"116,870","95,597","90,641","66,498","59,550"
HMDB00058,,"77,729","51,948","37,036",,"64,167","47,681",,"33,578","46,244","41,550","63,428","82,814","79,716","57,584","76,758","74,781","17,280","51,914","80,065","65,010","68,867","45,541","24,937","39,086","28,414","22,179",,"54,879","37,895","65,548","36,462",,"32,319","57,753","33,108","64,629","29,932","75,603",,"86,153","38,996",,"30,148","80,164","33,923","88,066","62,939","80,871","64,528"
HMDB01341,"430,229","157,742","487,518","184,478","190,898","394,026","406,793","219,921",,"149,776","89,129",,"110,263",,,"111,775",,"315,011","159,427","413,667",,"196,682","173,984","193,285","183,841","298,665","75,573","161,364",,,"78,535",,"73,700","399,504","737,110","323,281",,"98,253","538,045",,"171,967","204,925","132,714","693,645",,"85,030","296,434","510,442","257,156","67,919"
HMDB00045,"1,873,978","1,022,859","2,242,959","1,251,343","2,544,724","1,744,701","1,952,847","1,681,115","506,396","2,455,727","1,261,547","814,955","1,246,919","402,001","687,967","1,710,578","1,079,981","1,071,556","939,217","2,245,440","683,688","1,278,507","890,449","1,170,396","1,980,216","1,305,557","901,608","1,432,705","509,385","673,427","810,418","917,594","682,779","1,863,415","2,685,088","2,573,901","851,493","905,541","2,795,451","1,515,273","1,145,480","1,354,471","1,042,131","2,314,568","1,143,974","1,747,676","2,371,037","1,943,336","1,634,879","670,557"
HMDB00448,"759,401","804,275","441,522","617,588","1,080,135","609,636","613,089","587,825","508,116","765,399","706,128","730,723","853,561","644,475","664,670","353,550","1,298,509","1,444,692","776,142","457,416","581,693","597,682","758,747","430,626","949,396","903,877","551,858","805,451","333,243","682,172","665,701","732,466","499,630","480,935","823,047","494,218","873,106","776,007","543,251","269,626","1,451,304","537,543","784,149","492,875","811,677","439,220","533,046","549,924","345,129","694,555"
HMDB61677,"932,660","1,177,142","1,975,453","1,835,151","1,079,442","976,712","1,457,711","1,400,220","458,574","611,154","1,758,153","1,255,194","1,706,766","1,200,405","1,383,436","719,750","1,360,020","7,416,177","1,115,382","695,637","1,052,843","510,820","2,408,636","720,680","1,442,317","726,079","2,691,991","470,354","633,090","954,929","1,146,965","1,161,204","1,953,803","437,738","1,579,600","857,629","2,267,624","868,712","1,161,388","724,036","1,085,908","978,329","735,516","953,346","569,926","1,317,796","746,528","1,092,158","766,695","1,649,578"
HMDB02226,"11,748,765","5,799,264","10,735,284","3,901,861","7,040,987","8,407,877","16,210,884","29,235,838","3,910,661","14,852,692","9,049,923","10,095,639","13,464,174","6,050,512","6,372,569","12,966,824","2,974,717","43,473,864","8,949,373","8,899,953","6,073,533","8,737,867","10,252,408","7,138,840","10,742,356","6,519,973","4,476,319","13,700,043","10,336,069","11,021,020","8,771,476","12,337,406","11,179,647","16,508,670","12,538,124","42,416,076","9,229,169","40,563,008","8,986,958","12,985,513","14,915,679","8,828,003","3,582,819","13,149,009","22,790,260","12,196,081","11,784,964","11,701,883","9,637,457","23,383,092"
,"144,019","97,237",,"80,041","97,983","68,180","207,000","252,684","93,713","93,753","150,602","58,951","144,634","134,726","58,022","176,490","57,312","115,145","213,387","105,349","135,746","105,871","106,626","87,871","114,941","108,413","162,337",,"126,185","68,833","201,973","161,121","69,209","158,899","160,313","178,639","185,938","59,652","312,051","61,048","81,844","85,863","178,835","124,372",,"166,621","312,741","223,976","174,755","71,231"
HMDB00161,"473,950,720","516,786,496","504,268,960","496,729,600","500,483,232","452,850,240","571,424,320","743,462,720","380,111,552","408,253,856","413,696,064","507,445,728","419,425,120","602,391,168","393,534,848","430,493,856","554,736,832","232,185,264","673,155,392","460,712,512","455,928,000","346,160,288","448,367,840","464,577,952","630,768,320","453,695,136","399,900,608","536,983,808","506,020,320","618,632,256","437,740,768","499,678,016","374,508,448","467,849,312","362,039,488","518,899,104","388,780,416","420,211,776","451,391,136","686,651,968","593,824,256","533,692,416","464,651,296","494,363,872","434,918,144","527,098,752","613,274,112","441,939,136","326,228,864","393,238,656"
HMDB00462,"15,843,117","16,049,753","16,652,995","14,410,344","15,508,797","17,070,264","12,902,163","15,664,039","10,901,954","15,717,771","16,445,649","16,955,520","16,857,552","18,733,982","17,915,016","17,177,068","15,898,172","14,829,098","14,136,485","15,200,754","14,586,085","17,500,190","14,743,829","13,102,938","12,744,628","16,889,824","12,795,709","17,018,412","17,357,824","17,806,618","18,632,216","17,896,260","14,062,627","15,656,117","17,835,204","14,881,095","16,386,315","15,737,216","18,909,892","17,815,790","17,951,486","15,415,643","13,557,647","16,164,198","16,054,710","14,588,898","17,227,032","15,821,203","15,395,582","21,422,268"
HMDB33592,"458,776","508,879","1,021,031","825,931","751,008","1,747,480","1,514,308","1,148,977","465,630","144,951","1,019,318","418,575","2,972,610","349,859","104,698","1,182,404","2,524,076","334,438","1,331,799","192,482","142,202","728,170","73,474","478,948",,"176,717","360,881","143,786","248,405","600,823","255,718","301,349",,"356,455","427,490","423,050","351,234","1,024,398","2,991,261","2,091,996","476,508","403,741","1,107,414","68,846","184,762","83,333",,"65,834","825,082","272,917"
HMDB01624,"81,079","142,335","244,128","138,000","270,347",,"223,720",,"134,568",,"229,450",,"153,803","230,061","114,015","130,332","194,592","245,161","161,644",,"116,680","197,241",,,"204,688","137,457",,,"87,336","186,017","166,475","216,838",,"145,252","120,858","159,375","123,571","60,912","148,539","88,055","262,510","130,300","185,388","163,261","157,174","166,664","154,302","69,084","96,108","116,893"
HMDB00746,"892,802","802,982","959,646","550,035","694,855","397,771","1,347,576","2,580,068","289,656","463,834","833,249","501,347","1,163,313","580,731","1,190,199","1,225,565","1,134,719","1,357,572","489,426","470,804","461,732","860,360","512,240","1,076,838","1,293,246","512,220","982,593","1,160,650","627,986","1,277,232","1,449,304","1,205,084","1,101,165","826,617","1,144,003","774,280","972,290","661,967","878,779","747,600","2,150,885","1,303,059","747,740","4,562,684","432,730","1,161,565","741,556","809,482","1,007,331","683,214"
HMDB00407,"57,070,188","51,080,804","267,510,576","211,979,984","171,559,200","46,409,644","99,865,096","563,907,648","47,546,340","44,572,136","134,843,072","37,362,404","98,483,392","85,352,048","110,249,536","115,122,176","285,963,136","137,938,576","60,341,452","34,671,052","42,838,380","163,589,008","74,612,480","198,076,816","98,146,760","76,289,072","129,724,704","143,176,704","90,794,176","113,094,656","181,310,320","119,155,528","109,137,304","93,854,624","194,794,480","81,422,000","147,585,680","71,420,528","89,385,480","53,941,744","238,103,584","74,442,968","56,654,900","125,983,088","80,089,400","139,763,664","83,650,920","58,844,936","214,751,616","83,426,008"
HMDB60994,,,,"15,064,370",,,,,,,,,,,,,,,"4,056,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMDB00005,"2,437,128","5,187,807","9,178,429","4,558,576","3,854,314","7,660,228","7,423,697","21,327,360","4,425,399","2,798,804","4,461,169","6,418,371","6,907,094","2,834,163","3,034,553","8,439,911","4,514,199","13,055,412","4,755,164","2,955,562","3,025,144","7,650,250","7,285,334","5,279,851","955,465","3,635,533","3,079,444","7,937,892","4,085,716","7,220,236","5,216,751","12,753,060","8,843,576","4,311,134","7,288,013","7,183,489","7,640,332","11,938,310",,"5,672,436","13,031,256","4,390,194","3,130,165","3,592,890","13,242,333","4,785,635","3,835,766","1,525,043","8,343,134","9,655,854"
,"4,925,868","6,866,617","5,487,472","5,400,191","6,083,487","6,124,936","4,081,423","5,689,684","4,831,664","5,819,317","4,569,792","5,920,243","4,891,806","7,097,007","6,670,866","5,049,920","9,623,880","5,669,283","6,136,017","4,504,654","5,802,122","6,282,911","5,495,620","3,615,762","5,088,402","7,666,806","4,416,833","4,754,465","5,068,962","4,824,726","7,577,219","5,245,085","3,398,194","3,861,045","8,866,000","3,678,306","5,392,068","4,237,588","8,139,994","5,445,417","5,409,398","5,271,524","5,909,384","4,040,044","5,767,670","4,050,329","6,772,700","4,633,492","4,324,681","8,366,351"
HMDB00208,"126,969,664","126,015,968","101,318,856","238,629,264","148,439,216","171,843,520","247,868,480","548,302,016","121,685,192","125,309,528","105,013,912","180,828,832","156,943,456","109,928,464","93,318,096","167,526,256","744,279,744","140,936,256","159,695,408","104,534,160","139,083,952","166,079,888","150,431,104","130,119,120","127,341,224","134,070,688","106,610,664","144,698,736","117,908,776","178,097,424","148,560,688","180,244,448","112,756,152","143,917,696","132,170,352","154,059,520","162,039,728","106,297,056","109,523,808","259,663,952","310,393,984","107,370,192","119,102,320","100,146,976","146,279,968","165,605,056","149,828,992","143,239,744","119,710,216","124,210,024"
HMDB01893,"315,236,064","296,760,448","295,518,624","235,205,792","296,772,928","221,304,704","255,057,696","402,515,712","268,668,128","268,884,128","309,708,480","367,688,640","300,813,280","260,897,344","285,063,552","347,270,304","243,042,096","262,430,912","211,835,168","279,634,752","270,350,400","226,976,432","230,687,248","299,569,088","243,536,432","294,889,504","211,262,784","273,955,680","241,400,192","341,989,312","241,601,728","291,240,672","272,407,104","313,188,288","289,985,408","272,738,656","286,144,320","265,550,160","275,013,088","270,867,520","216,742,224","290,970,976","232,942,960","289,498,912","270,152,800","217,280,032","345,322,240","296,427,552","259,047,328","347,035,072"
HMDB02759,"42,152","248,895","1,555,135","177,184","227,190","279,999","75,236","320,617","219,174","110,214","96,872","109,589","43,744","249,444","381,206","93,408","428,409",,"65,918","392,660","36,889","195,192","85,671","174,077","201,090","36,770","81,913","79,384","89,080","510,223","275,348","348,123","338,339","186,670","388,047","284,824","362,367","33,803","1,075,194","81,854","91,524","80,268","788,222","29,160","181,031","298,565","23,890","134,108","309,645","96,699"
,"48,939","181,824","195,736","92,737","226,334","131,354","60,457","160,590","65,759",,"57,416","62,515","18,068","205,407","121,000","144,517","78,417","51,628","79,303","126,530","21,627","140,029","97,483","155,684","57,481","145,581","247,413",,"123,424","344,610","139,260","184,082","232,717","137,519","102,550","164,962","61,876",,"539,070","40,857","24,159","56,539","183,568",,"48,240","99,940",,"313,165","295,487","82,182"
,"421,497","882,856","570,416","1,397,039","427,320","670,667","189,815","1,760,952","359,265","971,484","1,151,508","437,633","363,473","1,950,888","911,111","698,277","538,748","3,610,970","149,414","566,713","179,408","2,700,671","1,263,187","1,102,676","761,833","274,418","1,863,216","356,997","2,806,471","1,371,251","1,491,602","982,515","1,609,672","635,666","1,855,578","999,855","897,587","660,994","1,396,830","297,613","296,167","673,712","64,626","240,958","745,802","1,303,273","474,388","1,465,375","1,307,813","856,029"
HMDB03818,"8,002,610","15,864,030","33,437,172","20,586,176","21,208,048","16,287,646","33,167,256","160,134,336","4,506,836","38,385,096","26,026,260","7,874,308","13,248,286","36,924,988","27,227,732","15,620,857","23,717,530","75,401,072","4,743,066","16,278,848","4,381,876","163,328,992","28,391,656","20,974,628","14,041,727","6,591,976","18,719,120","13,187,504","8,909,531","51,374,540","43,949,084","68,680,304","33,156,598","23,760,998","115,434,672","47,679,668","21,106,014","32,310,700","46,986,516","7,027,020","7,342,998","11,194,176","7,149,026","8,600,448","104,958,448","25,147,788","22,071,946","21,401,392","89,007,688","36,781,248"
HMDB03818,"2,084,226","3,772,318","7,427,991","3,714,802","4,368,810","5,681,613","3,708,225","9,179,066","1,677,387","4,380,435","2,763,203","2,567,867","1,433,637","6,914,037","5,666,820","2,997,221","4,179,316","5,520,944","1,705,815","5,449,870","1,464,261","6,146,449","4,399,200","4,717,125","4,035,624","2,283,894","6,715,436","871,469","3,267,528","6,975,001","5,955,571","8,614,307","8,002,244","4,670,160","7,026,039","6,872,922","3,017,013","1,610,398","13,976,788","2,064,259","2,783,331","2,465,302","6,190,443","1,227,644","4,558,217","5,004,650","1,330,589","6,713,343","5,478,392","4,759,274"
HMDB03818,"773,517","1,368,123","2,926,072","1,264,164","1,854,922","1,351,016","2,570,716","4,794,257","850,061","1,268,718","1,654,706","385,825","672,181","2,460,319","1,926,550","2,089,959","615,449","2,750,717","468,388","490,940","221,270","2,960,672","1,297,434","3,014,305","801,053","692,886","1,319,963","384,352","888,821","5,342,527","2,774,154","3,428,292","5,485,891","1,290,143","5,240,410","2,016,361","1,672,315","1,740,846","4,596,963","822,932","169,887","627,980","560,986","393,344","2,488,613","2,582,507","450,997","1,910,318","7,466,258","1,626,500"
,"224,852","158,781","317,619",,"499,172","485,573","481,237","1,469,429",,"291,897","102,608","109,112","167,324","382,387","189,693","192,167","148,187","211,339","86,355","243,264","70,109","975,713","161,934","298,188","193,999","48,037","260,197","115,971","165,964","425,680","234,819","181,395","249,715","515,039","659,471","870,880","168,733","245,727","664,198","55,051","42,534","167,027","68,357","147,965","1,430,656","114,047","54,358",,"756,272","452,071"
